Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas59             Pavarde59          1          3          1          5          8
Vardas60             Pavarde60          3          10          6          1          10
Vardas61             Pavarde61          6          4          6          1          6
Vardas62             Pavarde62          4          1          9          4          10
Vardas63             Pavarde63          8          9          8          9          9
Vardas64             Pavarde64          8          5          1          2          9
Vardas65             Pavarde65          7          6          7          2          10
Vardas66             Pavarde66          7          8          1          2          3
Vardas67             Pavarde67          1          2          7          6          8
Vardas68             Pavarde68          9          6          7          7          9
Vardas69             Pavarde69          1          5          3          1          10
Vardas70             Pavarde70          5          9          4          10          6
Vardas71             Pavarde71          8          6          9          10          1
Vardas72             Pavarde72          4          8          1          5          4
Vardas73             Pavarde73          7          5          3          3          9
Vardas74             Pavarde74          6          4          7          3          1
Vardas75             Pavarde75          9          4          9          3          3
Vardas76             Pavarde76          2          1          5          3          4
Vardas77             Pavarde77          10          3          1          2          10
Vardas78             Pavarde78          2          10          3          3          3
Vardas79             Pavarde79          10          4          6          3          2
Vardas80             Pavarde80          8          10          9          7          2
Vardas81             Pavarde81          10          10          6          5          6
Vardas82             Pavarde82          8          2          5          6          7
Vardas83             Pavarde83          8          3          4          9          10
Vardas84             Pavarde84          9          10          4          2          4
Vardas85             Pavarde85          7          5          9          9          4
Vardas86             Pavarde86          10          4          1          5          2
Vardas87             Pavarde87          8          1          9          5          10
Vardas88             Pavarde88          9          3          9          4          8
Vardas89             Pavarde89          7          1          2          6          6
Vardas90             Pavarde90          6          4          3          4          8
Vardas91             Pavarde91          6          7          6          8          8
Vardas92             Pavarde92          8          1          9          6          6
Vardas93             Pavarde93          7          4          7          3          6
Vardas94             Pavarde94          1          6          7          2          1
Vardas95             Pavarde95          1          8          1          3          10
Vardas96             Pavarde96          10          4          2          5          3
Vardas97             Pavarde97          6          9          6          1          1
Vardas98             Pavarde98          3          4          4          7          6
Vardas99             Pavarde99          10          1          2          4          8
Vardas100             Pavarde100          9          10          3          7          1
Vardas101             Pavarde101          6          9          9          4          2
Vardas102             Pavarde102          2          6          5          2          7
Vardas103             Pavarde103          4          8          3          9          7
Vardas104             Pavarde104          5          3          6          8          1
Vardas105             Pavarde105          6          3          4          4          6
Vardas106             Pavarde106          3          1          6          3          7
Vardas107             Pavarde107          10          9          4          8          10
Vardas108             Pavarde108          3          10          10          6          6
Vardas109             Pavarde109          6          1          1          9          5
Vardas110             Pavarde110          8          1          1          4          4
Vardas111             Pavarde111          5          6          3          10          2
Vardas112             Pavarde112          4          2          8          5          6
Vardas113             Pavarde113          2          8          2          8          10
Vardas114             Pavarde114          10          5          10          9          6
Vardas115             Pavarde115          7          2          4          9          1
Vardas116             Pavarde116          10          7          5          2          10
Vardas117             Pavarde117          8          8          8          5          10
Vardas118             Pavarde118          8          6          3          8          3
Vardas119             Pavarde119          5          10          10          4          10
Vardas120             Pavarde120          3          7          8          6          4
Vardas121             Pavarde121          1          5          6          10          4
Vardas122             Pavarde122          6          8          3          7          3
Vardas123             Pavarde123          5          3          7          4          3
Vardas124             Pavarde124          10          7          1          2          7
Vardas125             Pavarde125          6          4          5          10          2
Vardas126             Pavarde126          2          3          1          9          1
Vardas127             Pavarde127          3          5          2          6          9
Vardas128             Pavarde128          5          10          7          7          6
Vardas129             Pavarde129          8          8          2          7          7
Vardas130             Pavarde130          10          7          5          4          2
Vardas131             Pavarde131          5          5          6          4          3
Vardas132             Pavarde132          10          3          1          8          8
Vardas133             Pavarde133          5          3          5          9          6
Vardas134             Pavarde134          9          3          6          6          3
Vardas135             Pavarde135          2          10          7          8          8
Vardas136             Pavarde136          4          2          4          5          9
Vardas137             Pavarde137          5          9          6          9          10
Vardas138             Pavarde138          6          5          1          9          6
Vardas139             Pavarde139          8          9          2          4          6
Vardas140             Pavarde140          4          6          2          5          4
Vardas141             Pavarde141          1          1          9          9          10
Vardas142             Pavarde142          6          6          3          10          2
Vardas143             Pavarde143          6          4          7          10          6
Vardas144             Pavarde144          2          2          2          5          10
Vardas145             Pavarde145          4          2          8          8          6
Vardas146             Pavarde146          2          3          7          3          10
Vardas147             Pavarde147          9          10          10          7          10
Vardas148             Pavarde148          4          6          3          6          6
Vardas149             Pavarde149          4          3          4          9          8
Vardas150             Pavarde150          5          3          8          6          7
Vardas151             Pavarde151          7          5          7          5          10
Vardas152             Pavarde152          10          4          5          5          6
Vardas153             Pavarde153          7          9          6          9          5
Vardas154             Pavarde154          5          2          8          10          1
Vardas155             Pavarde155          6          8          9          7          4
Vardas156             Pavarde156          4          6          8          7          2
Vardas157             Pavarde157          1          5          3          5          6
Vardas158             Pavarde158          8          4          7          2          6
Vardas159             Pavarde159          2          6          10          10          9
Vardas160             Pavarde160          2          3          1          1          8
Vardas161             Pavarde161          2          6          10          3          5
Vardas162             Pavarde162          7          7          6          7          3
Vardas163             Pavarde163          5          4          6          8          3
Vardas164             Pavarde164          4          10          5          9          5
Vardas165             Pavarde165          3          10          1          4          10
Vardas166             Pavarde166          6          10          5          8          1
Vardas167             Pavarde167          7          8          9          2          1
Vardas168             Pavarde168          10          6          7          3          9
Vardas169             Pavarde169          8          4          7          7          9
Vardas170             Pavarde170          4          4          6          8          8
Vardas171             Pavarde171          4          5          6          10          6
Vardas172             Pavarde172          9          4          8          5          6
Vardas173             Pavarde173          4          4          8          9          6
Vardas174             Pavarde174          6          7          3          4          9
Vardas175             Pavarde175          6          5          1          6          9
Vardas176             Pavarde176          9          3          3          5          3
Vardas177             Pavarde177          2          8          8          8          1
Vardas178             Pavarde178          5          1          3          2          8
Vardas179             Pavarde179          6          6          5          8          8
Vardas180             Pavarde180          9          7          8          7          7
Vardas181             Pavarde181          4          1          5          8          10
Vardas182             Pavarde182          2          3          4          4          1
Vardas183             Pavarde183          1          4          1          3          1
Vardas184             Pavarde184          10          9          7          5          4
Vardas185             Pavarde185          7          5          9          4          5
Vardas186             Pavarde186          8          6          8          3          5
Vardas187             Pavarde187          5          4          2          10          4
Vardas188             Pavarde188          4          7          1          1          1
Vardas189             Pavarde189          10          4          4          7          7
Vardas190             Pavarde190          3          2          2          6          4
Vardas191             Pavarde191          1          8          10          4          1
Vardas192             Pavarde192          7          5          7          5          9
Vardas193             Pavarde193          6          6          6          3          3
Vardas194             Pavarde194          3          1          5          4          2
Vardas195             Pavarde195          7          10          6          2          9
Vardas196             Pavarde196          3          1          2          9          6
Vardas197             Pavarde197          3          5          5          5          7
Vardas198             Pavarde198          1          7          10          3          5
Vardas199             Pavarde199          2          4          3          2          9
Vardas200             Pavarde200          3          1          1          1          2
Vardas201             Pavarde201          10          6          7          3          1
Vardas202             Pavarde202          2          5          9          8          1
Vardas203             Pavarde203          5          3          4          5          3
Vardas204             Pavarde204          10          5          9          8          6
Vardas205             Pavarde205          10          1          6          5          1
Vardas206             Pavarde206          4          4          1          8          4
Vardas207             Pavarde207          7          3          6          7          9
Vardas208             Pavarde208          7          2          2          5          6
Vardas209             Pavarde209          8          2          2          7          3
Vardas210             Pavarde210          7          7          7          1          9
Vardas211             Pavarde211          4          6          3          4          2
Vardas212             Pavarde212          3          6          2          8          9
Vardas213             Pavarde213          7          9          6          2          8
Vardas214             Pavarde214          9          3          7          6          4
Vardas215             Pavarde215          10          2          9          2          6
Vardas216             Pavarde216          4          8          9          10          5
Vardas217             Pavarde217          2          4          6          1          1
Vardas218             Pavarde218          6          3          8          3          7
Vardas219             Pavarde219          4          2          1          6          3
Vardas220             Pavarde220          10          6          7          6          3
Vardas221             Pavarde221          3          9          5          6          6
Vardas222             Pavarde222          3          4          10          1          10
Vardas223             Pavarde223          7          1          4          3          2
Vardas224             Pavarde224          1          5          8          8          5
Vardas225             Pavarde225          4          8          3          6          4
Vardas226             Pavarde226          6          3          4          4          10
Vardas227             Pavarde227          1          8          4          6          1
Vardas228             Pavarde228          3          3          3          9          1
Vardas229             Pavarde229          9          6          8          4          9
Vardas230             Pavarde230          7          10          5          1          3
Vardas231             Pavarde231          1          5          8          3          9
Vardas232             Pavarde232          6          9          2          4          5
Vardas233             Pavarde233          2          3          7          9          8
Vardas234             Pavarde234          4          2          9          10          3
Vardas235             Pavarde235          3          2          4          4          8
Vardas236             Pavarde236          2          7          6          3          9
Vardas237             Pavarde237          5          9          5          2          8
Vardas238             Pavarde238          10          1          3          5          4
Vardas239             Pavarde239          1          10          8          9          5
Vardas240             Pavarde240          7          6          9          9          9
Vardas241             Pavarde241          3          1          5          5          1
Vardas242             Pavarde242          1          10          8          7          1
Vardas243             Pavarde243          7          4          1          10          4
Vardas244             Pavarde244          8          8          8          8          6
Vardas245             Pavarde245          4          3          8          8          3
Vardas246             Pavarde246          6          3          8          7          2
Vardas247             Pavarde247          10          5          9          10          2
Vardas248             Pavarde248          8          7          5          10          10
Vardas249             Pavarde249          10          9          4          6          5
Vardas250             Pavarde250          8          6          10          4          6
Vardas251             Pavarde251          2          1          7          9          6
Vardas252             Pavarde252          9          2          1          2          10
Vardas253             Pavarde253          7          3          2          9          7
Vardas254             Pavarde254          8          1          4          8          9
Vardas255             Pavarde255          1          5          1          8          9
Vardas256             Pavarde256          10          4          9          4          5
Vardas257             Pavarde257          5          10          6          4          4
Vardas258             Pavarde258          6          8          3          8          6
Vardas259             Pavarde259          2          4          3          2          8
Vardas260             Pavarde260          3          8          3          10          1
Vardas261             Pavarde261          1          7          4          4          5
Vardas262             Pavarde262          1          4          8          10          4
Vardas263             Pavarde263          9          4          6          9          5
Vardas264             Pavarde264          6          5          8          1          1
Vardas265             Pavarde265          5          3          1          8          10
Vardas266             Pavarde266          4          9          7          10          4
Vardas267             Pavarde267          4          10          7          9          2
Vardas268             Pavarde268          8          3          4          6          10
Vardas269             Pavarde269          10          1          9          2          5
Vardas270             Pavarde270          2          3          9          1          2
Vardas271             Pavarde271          10          2          2          2          8
Vardas272             Pavarde272          8          4          4          4          6
Vardas273             Pavarde273          6          9          8          3          7
Vardas274             Pavarde274          8          1          3          7          5
Vardas275             Pavarde275          9          8          9          6          4
Vardas276             Pavarde276          2          10          5          6          1
Vardas277             Pavarde277          8          8          10          9          4
Vardas278             Pavarde278          3          7          10          6          10
Vardas279             Pavarde279          1          3          6          8          2
Vardas280             Pavarde280          10          8          5          3          8
Vardas281             Pavarde281          7          8          6          3          6
Vardas282             Pavarde282          1          7          3          10          6
Vardas283             Pavarde283          9          2          10          6          1
Vardas284             Pavarde284          5          6          2          8          10
Vardas285             Pavarde285          8          1          8          5          6
Vardas286             Pavarde286          3          9          3          2          9
Vardas287             Pavarde287          9          6          2          8          5
Vardas288             Pavarde288          2          4          10          4          1
Vardas289             Pavarde289          5          10          7          2          10
Vardas290             Pavarde290          10          3          8          5          6
Vardas291             Pavarde291          5          5          4          7          9
Vardas292             Pavarde292          10          4          1          1          9
Vardas293             Pavarde293          5          4          10          4          2
Vardas294             Pavarde294          3          1          5          4          7
Vardas295             Pavarde295          1          5          2          1          8
Vardas296             Pavarde296          6          10          6          7          6
Vardas297             Pavarde297          4          8          9          7          2
Vardas298             Pavarde298          1          7          10          3          8
Vardas299             Pavarde299          8          1          2          2          10
Vardas300             Pavarde300          6          4          9          8          3
Vardas301             Pavarde301          5          1          10          9          3
Vardas302             Pavarde302          8          6          5          7          6
Vardas303             Pavarde303          6          1          7          6          6
Vardas304             Pavarde304          6          6          4          5          10
Vardas305             Pavarde305          6          1          9          3          3
Vardas306             Pavarde306          8          1          10          4          8
Vardas307             Pavarde307          5          9          2          3          10
Vardas308             Pavarde308          5          2          1          4          9
Vardas309             Pavarde309          2          1          7          1          8
Vardas310             Pavarde310          1          9          9          6          9
Vardas311             Pavarde311          7          7          8          8          10
Vardas312             Pavarde312          6          3          8          1          5
Vardas313             Pavarde313          6          7          9          6          9
Vardas314             Pavarde314          9          6          3          4          7
Vardas315             Pavarde315          2          9          10          2          6
Vardas316             Pavarde316          7          9          6          4          10
Vardas317             Pavarde317          9          7          3          10          1
Vardas318             Pavarde318          6          4          2          4          9
Vardas319             Pavarde319          4          7          10          9          10
Vardas320             Pavarde320          5          4          2          1          2
Vardas321             Pavarde321          1          7          3          5          7
Vardas322             Pavarde322          8          3          1          6          2
Vardas323             Pavarde323          1          9          5          6          7
Vardas324             Pavarde324          4          1          7          3          3
Vardas325             Pavarde325          3          3          1          10          4
Vardas326             Pavarde326          1          2          8          7          6
Vardas327             Pavarde327          1          8          8          2          4
Vardas328             Pavarde328          3          3          1          9          7
Vardas329             Pavarde329          7          9          8          8          6
Vardas330             Pavarde330          3          8          9          4          1
Vardas331             Pavarde331          4          4          10          10          1
Vardas332             Pavarde332          6          5          6          5          3
Vardas333             Pavarde333          5          3          4          9          2
Vardas334             Pavarde334          10          1          2          6          9
Vardas335             Pavarde335          4          7          3          8          6
Vardas336             Pavarde336          5          7          5          1          6
Vardas337             Pavarde337          5          10          10          10          9
Vardas338             Pavarde338          8          7          10          4          6
Vardas339             Pavarde339          9          10          1          3          7
Vardas340             Pavarde340          1          8          1          3          10
Vardas341             Pavarde341          7          1          3          8          2
Vardas342             Pavarde342          8          2          6          7          2
Vardas343             Pavarde343          9          10          9          8          6
Vardas344             Pavarde344          9          3          2          5          1
Vardas345             Pavarde345          9          6          8          5          8
Vardas346             Pavarde346          2          2          7          8          9
Vardas347             Pavarde347          6          9          4          9          7
Vardas348             Pavarde348          4          10          9          1          3
Vardas349             Pavarde349          3          6          3          5          3
Vardas350             Pavarde350          5          3          7          2          3
Vardas351             Pavarde351          10          1          7          2          2
Vardas352             Pavarde352          4          4          3          3          2
Vardas353             Pavarde353          10          9          6          2          3
Vardas354             Pavarde354          9          10          7          2          6
Vardas355             Pavarde355          9          1          8          9          8
Vardas356             Pavarde356          3          10          2          8          5
Vardas357             Pavarde357          4          7          6          6          7
Vardas358             Pavarde358          4          8          1          8          3
Vardas359             Pavarde359          2          2          1          6          9
Vardas360             Pavarde360          4          7          3          9          7
Vardas361             Pavarde361          6          3          3          3          10
Vardas362             Pavarde362          9          8          5          4          5
Vardas363             Pavarde363          2          7          4          5          2
Vardas364             Pavarde364          4          6          9          9          3
Vardas365             Pavarde365          6          3          8          7          6
Vardas366             Pavarde366          2          10          9          8          4
Vardas367             Pavarde367          6          4          8          4          10
Vardas368             Pavarde368          5          1          8          9          3
Vardas369             Pavarde369          1          8          5          4          10
Vardas370             Pavarde370          2          10          7          8          2
Vardas371             Pavarde371          5          7          10          2          3
Vardas372             Pavarde372          6          1          9          6          3
Vardas373             Pavarde373          7          5          5          1          10
Vardas374             Pavarde374          9          2          7          8          2
Vardas375             Pavarde375          4          9          4          3          10
Vardas376             Pavarde376          10          5          5          10          3
Vardas377             Pavarde377          1          7          8          6          7
Vardas378             Pavarde378          10          4          9          10          6
Vardas379             Pavarde379          1          3          10          10          4
Vardas380             Pavarde380          4          10          1          7          7
Vardas381             Pavarde381          8          2          6          9          9
Vardas382             Pavarde382          1          8          5          8          9
Vardas383             Pavarde383          2          4          4          4          1
Vardas384             Pavarde384          9          1          10          5          9
Vardas385             Pavarde385          8          10          3          3          1
Vardas386             Pavarde386          8          9          8          5          3
Vardas387             Pavarde387          6          4          2          6          8
Vardas388             Pavarde388          5          10          1          4          2
Vardas389             Pavarde389          7          1          10          1          4
Vardas390             Pavarde390          9          7          3          2          1
Vardas391             Pavarde391          10          10          10          10          8
Vardas392             Pavarde392          4          4          4          2          3
Vardas393             Pavarde393          7          10          7          6          7
Vardas394             Pavarde394          4          10          7          9          7
Vardas395             Pavarde395          5          3          10          10          3
Vardas396             Pavarde396          4          4          6          10          3
Vardas397             Pavarde397          4          3          3          3          7
Vardas398             Pavarde398          10          10          9          7          6
Vardas399             Pavarde399          5          7          6          2          1
Vardas400             Pavarde400          3          10          3          5          2
Vardas401             Pavarde401          2          4          7          2          2
Vardas402             Pavarde402          1          1          5          4          9
Vardas403             Pavarde403          2          7          10          4          9
Vardas404             Pavarde404          5          1          4          1          9
Vardas405             Pavarde405          1          3          6          1          3
Vardas406             Pavarde406          8          10          5          9          5
Vardas407             Pavarde407          3          3          7          3          5
Vardas408             Pavarde408          6          2          8          10          7
Vardas409             Pavarde409          8          3          10          8          10
Vardas410             Pavarde410          8          2          6          6          2
Vardas411             Pavarde411          2          6          5          6          10
Vardas412             Pavarde412          3          8          9          1          7
Vardas413             Pavarde413          5          4          4          10          6
Vardas414             Pavarde414          2          1          8          3          7
Vardas415             Pavarde415          3          9          1          4          8
Vardas416             Pavarde416          9          8          9          10          1
Vardas417             Pavarde417          5          9          7          1          4
Vardas418             Pavarde418          6          5          2          8          5
Vardas419             Pavarde419          7          1          6          2          8
Vardas420             Pavarde420          9          2          8          3          6
Vardas421             Pavarde421          10          3          10          3          6
Vardas422             Pavarde422          7          4          10          8          4
Vardas423             Pavarde423          2          1          8          9          5
Vardas424             Pavarde424          4          4          7          7          8
Vardas425             Pavarde425          4          6          10          8          5
Vardas426             Pavarde426          4          1          8          5          7
Vardas427             Pavarde427          6          7          9          1          4
Vardas428             Pavarde428          10          4          5          6          10
Vardas429             Pavarde429          4          10          8          7          2
Vardas430             Pavarde430          4          6          5          7          2
Vardas431             Pavarde431          3          9          7          8          8
Vardas432             Pavarde432          7          1          5          3          9
Vardas433             Pavarde433          8          3          1          10          3
Vardas434             Pavarde434          3          7          8          7          3
Vardas435             Pavarde435          1          2          1          5          1
Vardas436             Pavarde436          7          10          7          9          6
Vardas437             Pavarde437          9          10          1          3          6
Vardas438             Pavarde438          1          5          8          10          9
Vardas439             Pavarde439          4          7          4          8          3
Vardas440             Pavarde440          3          3          6          8          1
Vardas441             Pavarde441          2          5          1          7          2
Vardas442             Pavarde442          1          6          3          1          7
Vardas443             Pavarde443          6          8          5          5          2
Vardas444             Pavarde444          8          3          6          6          6
Vardas445             Pavarde445          10          9          10          7          4
Vardas446             Pavarde446          9          9          7          2          3
Vardas447             Pavarde447          5          5          6          5          10
Vardas448             Pavarde448          7          4          7          4          6
Vardas449             Pavarde449          5          6          2          3          5
Vardas450             Pavarde450          6          1          8          1          4
Vardas451             Pavarde451          7          9          2          4          10
Vardas452             Pavarde452          3          3          9          3          5
Vardas453             Pavarde453          3          10          10          4          2
Vardas454             Pavarde454          9          10          9          8          8
Vardas455             Pavarde455          7          2          2          9          8
Vardas456             Pavarde456          1          10          6          1          5
Vardas457             Pavarde457          4          5          10          8          1
Vardas458             Pavarde458          1          10          10          6          10
Vardas459             Pavarde459          9          1          7          4          9
Vardas460             Pavarde460          6          5          10          3          2
Vardas461             Pavarde461          10          3          3          6          6
Vardas462             Pavarde462          1          10          9          2          6
Vardas463             Pavarde463          7          1          2          10          4
Vardas464             Pavarde464          3          3          5          7          2
Vardas465             Pavarde465          2          8          8          1          6
Vardas466             Pavarde466          5          2          2          10          7
Vardas467             Pavarde467          8          7          6          10          8
Vardas468             Pavarde468          5          6          9          9          1
Vardas469             Pavarde469          9          10          7          2          5
Vardas470             Pavarde470          4          7          7          7          8
Vardas471             Pavarde471          6          10          5          6          8
Vardas472             Pavarde472          10          8          6          1          1
Vardas473             Pavarde473          8          10          2          6          1
Vardas474             Pavarde474          7          2          7          1          3
Vardas475             Pavarde475          7          8          6          6          10
Vardas476             Pavarde476          8          7          3          9          2
Vardas477             Pavarde477          5          3          10          4          5
Vardas478             Pavarde478          7          8          3          5          5
Vardas479             Pavarde479          7          6          3          1          6
Vardas480             Pavarde480          1          1          7          2          2
Vardas481             Pavarde481          4          6          10          5          4
Vardas482             Pavarde482          6          5          2          9          8
Vardas483             Pavarde483          6          3          4          9          9
Vardas484             Pavarde484          9          5          6          4          4
Vardas485             Pavarde485          1          5          3          7          2
Vardas486             Pavarde486          5          10          10          6          10
Vardas487             Pavarde487          10          3          5          9          9
Vardas488             Pavarde488          7          7          9          8          10
Vardas489             Pavarde489          4          10          5          1          8
Vardas490             Pavarde490          2          6          4          10          9
Vardas491             Pavarde491          4          6          8          8          3
Vardas492             Pavarde492          5          4          9          4          3
Vardas493             Pavarde493          6          1          10          7          5
Vardas494             Pavarde494          9          1          10          10          8
Vardas495             Pavarde495          3          1          3          9          5
Vardas496             Pavarde496          5          7          4          4          3
Vardas497             Pavarde497          8          3          7          6          5
Vardas498             Pavarde498          8          9          6          8          7
Vardas499             Pavarde499          10          4          1          7          10
Vardas500             Pavarde500          9          10          6          3          6
Vardas501             Pavarde501          10          9          3          5          9
Vardas502             Pavarde502          7          8          5          6          1
Vardas503             Pavarde503          3          1          7          5          6
Vardas504             Pavarde504          6          8          1          10          10
Vardas505             Pavarde505          1          1          9          8          5
Vardas506             Pavarde506          8          7          6          9          9
Vardas507             Pavarde507          3          6          3          6          2
Vardas508             Pavarde508          1          9          6          5          3
Vardas509             Pavarde509          5          6          1          8          1
Vardas510             Pavarde510          4          4          8          5          7
Vardas511             Pavarde511          5          6          8          3          4
Vardas512             Pavarde512          1          7          9          2          2
Vardas513             Pavarde513          7          9          1          2          5
Vardas514             Pavarde514          1          8          7          9          1
Vardas515             Pavarde515          9          3          8          5          9
Vardas516             Pavarde516          8          1          1          3          10
Vardas517             Pavarde517          6          9          10          2          7
Vardas518             Pavarde518          1          10          1          8          1
Vardas519             Pavarde519          8          5          6          8          3
Vardas520             Pavarde520          5          9          6          10          10
Vardas521             Pavarde521          3          6          6          1          5
Vardas522             Pavarde522          6          3          1          1          3
Vardas523             Pavarde523          3          10          4          3          9
Vardas524             Pavarde524          4          2          2          4          10
Vardas525             Pavarde525          7          1          3          10          10
Vardas526             Pavarde526          7          10          3          9          5
Vardas527             Pavarde527          8          8          10          10          3
Vardas528             Pavarde528          6          4          9          9          1
Vardas529             Pavarde529          3          7          4          3          4
Vardas530             Pavarde530          7          3          9          3          4
Vardas531             Pavarde531          10          10          7          4          8
Vardas532             Pavarde532          7          5          9          1          4
Vardas533             Pavarde533          2          6          7          5          1
Vardas534             Pavarde534          5          7          5          10          10
Vardas535             Pavarde535          9          2          4          1          3
Vardas536             Pavarde536          6          3          5          7          6
Vardas537             Pavarde537          8          2          2          6          8
Vardas538             Pavarde538          1          8          10          6          5
Vardas539             Pavarde539          7          4          5          5          4
Vardas540             Pavarde540          10          7          10          1          5
Vardas541             Pavarde541          8          10          1          2          3
Vardas542             Pavarde542          4          5          4          6          5
Vardas543             Pavarde543          10          9          8          6          10
Vardas544             Pavarde544          8          6          1          8          8
Vardas545             Pavarde545          9          10          1          2          1
Vardas546             Pavarde546          6          9          10          6          6
Vardas547             Pavarde547          2          2          3          6          4
Vardas548             Pavarde548          10          6          9          4          1
Vardas549             Pavarde549          7          3          1          6          1
Vardas550             Pavarde550          9          3          9          4          8
Vardas551             Pavarde551          3          2          7          10          7
Vardas552             Pavarde552          8          8          7          10          9
Vardas553             Pavarde553          2          8          2          9          8
Vardas554             Pavarde554          6          1          6          7          4
Vardas555             Pavarde555          4          6          5          2          2
Vardas556             Pavarde556          2          2          8          3          7
Vardas557             Pavarde557          8          1          2          10          10
Vardas558             Pavarde558          4          8          7          9          2
Vardas559             Pavarde559          2          8          9          1          3
Vardas560             Pavarde560          5          9          10          9          1
Vardas561             Pavarde561          9          3          7          3          5
Vardas562             Pavarde562          9          1          10          5          9
Vardas563             Pavarde563          10          9          6          9          6
Vardas564             Pavarde564          3          10          1          2          9
Vardas565             Pavarde565          4          6          8          7          10
Vardas566             Pavarde566          4          9          9          10          8
Vardas567             Pavarde567          5          7          9          1          3
Vardas568             Pavarde568          1          6          2          3          3
Vardas569             Pavarde569          8          5          3          1          1
Vardas570             Pavarde570          10          2          5          2          9
Vardas571             Pavarde571          2          5          7          9          9
Vardas572             Pavarde572          9          4          4          4          8
Vardas573             Pavarde573          8          4          7          6          3
Vardas574             Pavarde574          5          5          5          10          4
Vardas575             Pavarde575          9          5          5          9          6
Vardas576             Pavarde576          4          6          3          9          4
Vardas577             Pavarde577          1          10          4          8          4
Vardas578             Pavarde578          2          5          5          1          4
Vardas579             Pavarde579          7          2          7          3          2
Vardas580             Pavarde580          10          10          6          10          7
Vardas581             Pavarde581          6          1          2          6          10
Vardas582             Pavarde582          2          4          7          10          2
Vardas583             Pavarde583          3          7          5          3          4
Vardas584             Pavarde584          10          4          3          4          10
Vardas585             Pavarde585          8          5          4          2          6
Vardas586             Pavarde586          3          10          3          2          10
Vardas587             Pavarde587          2          6          6          2          4
Vardas588             Pavarde588          8          5          5          8          1
Vardas589             Pavarde589          9          9          6          7          10
Vardas590             Pavarde590          7          9          3          1          4
Vardas591             Pavarde591          10          8          1          7          5
Vardas592             Pavarde592          7          5          9          2          6
Vardas593             Pavarde593          2          3          4          6          2
Vardas594             Pavarde594          4          2          10          9          6
Vardas595             Pavarde595          9          10          10          6          6
Vardas596             Pavarde596          7          8          1          6          8
Vardas597             Pavarde597          5          6          8          7          3
Vardas598             Pavarde598          7          5          5          1          7
Vardas599             Pavarde599          5          6          4          5          9
Vardas600             Pavarde600          8          6          9          1          7
Vardas601             Pavarde601          9          7          4          4          7
Vardas602             Pavarde602          6          6          6          9          4
Vardas603             Pavarde603          4          1          6          10          9
Vardas604             Pavarde604          9          3          7          8          6
Vardas605             Pavarde605          6          8          3          1          9
